pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist
5.03251791,0.0575,2.05,4.86,0,417.034,1047,72.3,0.864,0.04391,3.3066,5614,0.89,0.93,-0.08,1593.13
40.4287755,0.2244,3.61,12.7,0,17.234,494,87.92,0.89,0.09161,7.553,5664,0.95,0.97,0.02,939.455
114.73635,0.481,13.49,324.2,0.036,9.203,478,89.274,0.727,0.485,11.878,5600,1.82,1.1,-0.17,1232.9
191.2318,0.676,6.14,6.4,0.039,4.656,403,89.588,0.579,0.10612,16.942,5600,1.82,1.1,-0.17,1232.9
21.3587621,0.1539,2.78,8.15,0,54.869,691,89.81,0.847,0.06401,5.905,5857,1.02,1.01,-0.01,1259.46
22.0459018,0.1572,3.74,13.5,0,79.722,640,87.53,0.918,0.08048,5.06,5993,1.14,1.11,0.09,1976.05
2.578855068,0.0362,1.99,4.62,0,553.056,1230,84.69,0.1264,0.03552,2.3296,5902,1.08,1.05,0.04,879.683
20.5533844,0.1542,3.75,13.5,0,68.015,749,87.62,0.68,0.06783,5.0988,6163,1.27,1.18,0.07,1182.22
40.0686727,0.2234,3.94,14.7,0,31.624,560,89.97,0.0192,0.09709,6.0815,6020,1.13,1.09,0.03,1082.16
27.5073799,0.1771,2.9,8.75,0,41.431,569,86.79,0.0166,0.05807,5.239,5958,1.11,1.06,0.03,1242.62
5.14438011,0.0549,1.43,2.63,0,152.746,923,89.88,0.1171,0.03107,2.72,5060,0.77,0.81,-0.03,820.913
18.45847097,0.1301,2.12,5.14,0,37.81,632,88.09,0.7896,0.05353,3.3077,5261,0.81,0.85,-0.06,602.176
25.9422033,0.165,1.93,4.38,0,27.009,501,89.2,0.1281,0.05697,4.0442,5044,0.77,0.81,-0.03,791.625
33.3855938,0.2012,2.57,7.13,0,29.128,580,89.26,0.562,0.05532,5.0514,5792,1.02,1.02,0.05,802.672
0.646716,,0.4,0.0364,,,,,,,1.7,5456.75,1.022,0.974,0.05,802.672
1403,2.466329866,13.1,965.1469966,0.41,,,89,,,,5466,0.897,0.99,0.27,376.863
7.71468975,0.0915,2.66,7.56,0,586.169,1622,81.59,0.609,0.02145,4.2955,6761,1.74,1.46,0.03,601.324
11.8061737,0.1216,2.87,8.6,0,926.72,1407,84.28,0.905,0.00881,4.472,6900,2.599,1.714,0,601.324
4.44448017,0.0552,1.78,3.82,0,538.569,1217,74.94,0.8847,0.0163,3.35,5961,1.09,1.06,0,1375.18
3.989539666,0.04741,1.23,2.04,0,259.029,903,89.75,0.085,0.019,1.5403,5476,0.87,0.9,-0.03,504.605
12.98495573,0.10288,1.78,3.82,0,163.052,818,89.91,0.046,0.02572,3.4569,6116,1.09,1.06,-0.13,627.455
5.69919514,0.06116,1.23,2.04,0,139.5,964,89.98,0.76,0.01613,2.3878,5715,0.94,1,0.05,476.733
18.11472949,0.14403,2.5,6.8,0,124.646,830,85.95,0.74,0.02415,5.2269,6187,1.35,1.21,0.11,651.318
6.24146367,0.06428,1.52,2.92,0,231.432,1111,89.89,0.915,0.01637,3.0771,6098,1.16,1.1,-0.01,711.297
20.42228798,0.15431,1.84,4.04,0,109.842,785,89.87,0.646,0.01893,6.192,6194,1.29,1.19,0.08,886.588
7.63846023,0.0801,1.13,1.51,0,407.977,1089,88.3,0.728,0.00717,3.971,6194,1.29,1.19,0.08,886.588
70.6979061,0.31481,1.76,3.75,0,7.854,417,89.98,0.026,0.03831,6.624,5875,0.9,0.97,-0.21,420.817
3.744439,0.04975,1.09,1.32,0,954.588,1328,89.01,0.938,0.00733,2.9492,5961,1.25,1.14,0.19,598.313
52.75875577,0.2944,8.89,58.6,0,30.227,540,89.68,0.0728,0.58058,6.6068,5954,1.13,1.09,0.09,1712.12
53.44945593,0.2881,6.41,33.6,0,44.326,486,89.93,0.0533,0.3437,5.3228,5887,1.07,1.06,0.09,2340.58
13.7521072,0.1015,2.81,8.3,0,18.196,556,87.86,0.89,0.12156,2.7024,4747,0.72,0.75,-0.04,570.727
6.33855761,0.0699,3.03,9.43,0,266.271,1034,82.42,0.894,0.07217,3.2833,5820,0.99,1,-0.03,1285.59
9.803224,0.0916,2.78,8.15,0,119.881,896,87.12,0.7431,0.08134,4.4934,5603,0.85,0.87,-0.25,1162.91
2.806242328,0.0328,1.54,2.99,0,106.585,771,89.82,0.0196,0.05996,1.717,4315,0.61,0.65,-0.16,540.134
144.547396,0.56378,2.53,6.94,0,1.99,303,88.57,0.752,0.10352,14.962,5262,0.81,0.84,-0.1,2334.93
29.5422566,0.1792,3.15,10.1,0,16.56,515,81.44,0.959,0.08799,13.902,5510,0.803,0.877,-0.16,2334.93
8.0472642,0.077,2.39,6.3,0,354.221,855,79.3,0.837,0.0486,4.5,5839,1.04,1.03,0.04,1519.25
5.8706191,0.0545,1.49,2.83,0,37.11,616,87.35,0.642,0.05056,2.4983,4223,0.62,0.65,-0.06,484.891
19.17891293,0.1392,2.68,7.65,0,62.198,640,89.99,0.004,0.07528,5.2,5595,0.91,0.93,-0.06,1246.43
19.23891,0.143,8.29,43.4,0.0609,48.229,661,88.982,0.59,0.66605,4.243,5774,0.958,1.022,0.05,628.257
38.9853,0.227,8.08,29.9,0.06691,18.903,523,89.188,0.74,0.61591,4.565,5774,0.958,1.022,0.05,628.257
1.592851,0.0273,1.64,8.41466053,0,1339.658,2026,89.38,0.02,0.02483,1.97,5777,1.02,1.07,0.12,628.257
14.44912,0.120138084,1.32,2.3,0,,709,89.2,0.5,,2.8,6015,1.29,1.12,0.098,848.254
6.9913086,0.0679,2.08,4.98,0,54.109,716,87.58,0.8508,0.05554,2.2124,4836,0.73,0.78,-0.01,487.525
3.517494394,0.0378,1.37,2.45,0,68.723,704,86.49,0.027,0.0561,1.4847,4184,0.57,0.59,-0.3,253.867
40.1099547,0.223,2.54,6.99,0,24.875,556,89.98,0.845,0.0732,5.1836,5647,0.93,0.95,0,1165.34
10.3507721,0.09081,2.01,4.7,0,274.845,842,84.43,0.844,0.02731,6.565,5682,0.97,0.98,0.05,1369.24
62.9228557,0.30249,2.53,6.94,0,24.791,462,87.02,0.848,0.04178,11.298,5682,0.97,0.98,0.05,1369.24
3.021668632,0.0417,1.77,3.78,0,875.419,1332,87.43,0.92,0.01719,2.758,6160,1.25,1.16,0.05,978.125
5.082746517,0.05689,1.41,2.57,0,185.771,928,89.84,0.063,0.02767,1.7354,5461,0.86,0.95,0.09,529.268
41.6979976,0.22363,2.11,5.1,0,21.987,537,90,0.747,0.04408,5.6754,6035,1.02,1.06,-0.09,757.791
15.86621821,0.1225,1.2,1.87,0,137.66,879,86.77,0.872,0.00773,4.1503,6106,1.38,1.08,-0.15,352
1.340597468,0.02526,1.22,1.98,0,3304.101,1783,89.94,0.583,0.01098,1.6085,5973,1.12,1.11,0.15,290.843
13.93290318,0.11873,1.47,2.76,0,127.24,852,87.14,0.2992,0.01316,2.5119,6154,1.23,1.17,0.08,309.596
6.24658,0.0731,15.322703,257.4423,0.0519,3273.324,2040,69.68,0.8667,0.03968,11.261,4550,6.3,1.31,0.11,1294.69
2.364369015,0.03752,0.82,0.477,0,2108.073,1752,88.44,0.812,0.00288,3.2852,6230,1.5,1.26,0.12,400.289
20.310501,0.15594,2.6,7.27,0,198.725,931,89.9,0.833,0.01682,5.3585,6112,1.99,1.34,0.03,556.168
2.534756273,0.0339,2.8,8.25,0,519.95,1218,68.67,0.673,0.0463,4.4149,5998,1.11,1.07,0.02,2004.72
10.29672521,0.1009,2.06,4.9,0,58.9,1129,89.4,0.298,0.10118,2.7238,4687,0.61,0.63,-0.52,991.618
5.939119816,0.0699,3.8580709,14.2,0,122.82,1357,89.7,0.107,0.04245,2.236,6068,1.797,1.294,0.16,991.618
4.40966548,0.05454,1.38,2.48,0,568.378,1192,85.07,0.0419,0.01327,2.1066,5877,1.15,1.1,0.22,753.723
4.59489604,0.05655,1.5,2.86,0,844.751,1319,76,0.69,0.0109,2.853,6173,1.38,1.21,0.08,849.036
32.2968798,0.1885,1.76,3.75,0,14.683,503,89.78,0.207,0.04722,4.617,5248,0.81,0.85,-0.05,830.712
2.970414375,0.0378,1.91,4.31,0,228.11,991,87.75,0.884,0.05307,2.2161,5418,0.76,0.8,-0.38,3460.51
4.85386933,0.0569,1.74,3.68,0,258.702,1052,77.94,0.2258,0.01964,2.799,6028,1.14,1.11,0.06,1025.03
11.04603384,0.0981,2.25,5.69,0,153.915,869,89.79,0.064,0.03083,4.799,6113,1.21,1.15,0.07,1119.87
13.749,0.12232,3.51,64.3,0.17,257.776,975,87.19,0.81,0.04141,6.0538,5883,1.7,1.21,0.1381,477.992
26.723,0.19054,2.6,6.1,0.04,106.207,781,89.92,0.7323,0.01948,8.5096,5883,1.7,1.21,0.1381,477.992
49.3568,0.28682,2.067,11.8666806,0.07,46.844,637,89.53,0.677,0.01383,10.916,5904.34,1.81719,1.07,0.1381,477.992
6.53192704,0.065,2.42,6.44,0,153.138,907,84.79,0.2007,0.07719,3.1164,5403,0.85,0.89,0,1001.68
100.8274113,0.4029,3.8,13.8,0,3.986,364,89.47,0.5291,0.17788,8.281,5403,0.85,0.89,0,1001.68
51.300634,0.2716,2.87,8.6,0,15.007,492,90,0.928,0.05814,6.987,5663,0.91,0.93,-0.12,934.49
0.938466832,0.01795,1.42,2.6,0,2142.634,1876,89.45,0.63,0.02174,1.271,5671,0.93,0.95,-0.05,536.323
6.93366476,0.07592,1.38,2.48,0,390.636,1104,80.2,0.803,0.01196,4.322,5988,1.26,1.11,0.07,1000.28
61.0370117,0.31318,3.07,9.64,0,19.997,610,89.93,0.0304,0.04375,8.851,6167,1.23,1.14,0.01,1053.04
33.8678531,0.1805,2.34,6.08,0,5.833,394,89.02,0.6804,0.08948,3.682,4673,0.72,0.77,0.12,611.115
52.0688601,0.2739,2.31,5.95,0,17.883,524,89.88,0.83,0.05213,3.0436,5806,1.01,1.01,0.03,921.361
9.1149903,0.0866,1.72,3.61,0,129.534,906,86.67,0.0189,0.03012,4.4852,5743,0.99,0.99,0.03,831.685
3.932461302,0.0444,1.59,3.15,0,111.11,894,88.15,0.416,0.04555,2.1982,4700,0.7,0.73,-0.11,508.809
0.921032135,0.01982,1.11,1.41,0,8159.933,2362,89.49,0.852,0.01015,2.5345,5869,1.02,1.01,-0.04,1311.23
4.72673978,0.05343,1.478,4.66,0,275,1133,89.183,0.1765,0.02731,2.8898,5669,0.919,0.911,-0.18,95.9115
1460,,,954,,,,,,,,5669,0.92,0.91,-0.18,95.9115
71.4517775,0.34593,2.13,5.18,0,16.851,561,89.99,0.0884,0.02169,6.024,6335,1.4,1.25,0.04,848.396
8.03755877,0.0719,1.33,2.33,0,72.44,744,86.29,0.1116,0.02865,2.7866,5241,0.81,0.86,-0.01,490
1.921437396,0.02876,1.37,2.45,0,562.217,1276,74.86,0.45,0.02787,1.7519,5331,0.84,0.87,-0.01,465.612
14.20443009,0.1041,2.46,6.62,0,61.323,602,89.98,0.011,0.08006,3.979,5346,0.84,0.87,-0.02,1017.2
55.6738309,0.2658,2.09,5.02,0,4.716,384,89.86,0.274,0.07651,3.805,5001,0.77,0.81,0.01,608.738
4.88083852,0.0527,1.35,2.39,0,94.607,879,89.1,0.972,0.0343,2.5102,4830,0.73,0.78,-0.01,471.782
10.56134221,0.0954,1.45,2.7,0,133.56,867,83.33,0.0708,0.02384,2.759,5482,0.89,0.92,0.05,823.399
67.668827,0.3214,3.72,13.4,0,20.627,495,89.61,0.783,0.09611,9.623,6095,1.22,1.15,0.08,1571.46
153.343364,0.5545,2.67,7.61,0,6.93,377,89.84,0.261,0.0388,10.715,6095,1.22,1.15,0.08,1571.46
52.6298417,0.2689,2.22,5.56,0,8.57,544,89.72,0.828,0.06368,5.964,5533,0.89,0.92,-0.03,1182.05
14.878296,0.1153,1.75,3.71,0,54.19,692,85.91,0.701,0.03228,7.504,5471,0.85,0.88,-0.12,2093.62
2.50806,0.03377,3.51,10.84,0,216.094,997,86.61,0.85,0.15076,1.0724,4781,0.76,0.81,0.34,191.904
820.3,1.596806621,12.5,3126,0.345931,,,,,,,4781,0.76,0.81,0.34,191.904
59.6225257,0.3059,3.34,11.1,0,10.519,486,88.63,0.77,0.09934,6.425,5769,0.96,0.97,-0.08,1260.78
17.42395198,0.1311,3.08,9.69,0,47.032,722,85.65,0.906,0.07709,4.873,5539,0.86,0.89,-0.15,1088.36
44.96417488,0.22737,2.13,5.18,0,4.957,379,89.91,0.5005,0.08116,5.0412,4861,0.75,0.81,0.09,216.354
49.7701438,0.2559,5.93,29.5,0,10.16,455,88.8,0.779,0.35292,10.085,5612,0.91,0.93,-0.07,2300.53
43.3167737,0.2288,2.63,7.41,0,20.174,459,89.97,0.923,0.09875,5.065,5409,0.83,0.86,-0.11,1349.43
31.0033814,0.2037,2.63,7.41,0,31.702,616,89.81,0.151,0.06452,5.204,5718,0.97,0.97,-0.01,1651.25
11.79162572,0.1002,1.93,4.38,0,124.072,857,89.94,0.034,0.04154,3.007,5665,0.93,0.94,-0.09,1137.29
26.9644317,0.1773,2.28,5.82,0,51.95,573,89.99,0.006,0.06017,3.949,5508,0.87,0.9,-0.07,1730.78
7.76846622,0.0749,1.85,4.08,0,126.203,841,88.68,0.353,0.02178,4.385,5679,0.94,0.96,-0.02,868.017
8.689307296,0.07739,2.91,8.8,0,58.442,782,89.94,0.2037,0.1117,2.5913,5403,0.86,0.89,0.01,486.105
20.99757968,0.1394,2.97,9.11,0,27.2,582,89.76,0.277,0.11318,2.454,5211,0.895,0.817,0.08,486.105
11.5231,0.10232,3.42,13,0,178.832,927,90,0.74,0.05048,3.8853,5699,1.41,1.08,0.3,445.656
98.7180406,0.3982,8.98,59.6,0,3.97,360,89.68,0.588,0.732,6.4184,5857,1.02,1.02,0.02,2161.6
71.52530845,0.3091,5.59,26.7,0,2.472,340,89.96,0.015,0.62794,5.9273,4834,0.73,0.77,-0.01,382.509
130.3546919,0.5183,7.65,45.4,0,5.046,369,89.7,0.675,0.51287,6.382,5730,0.99,1,0.06,1304.25
88.40655258,0.392,4.21,16.5,0,5.84,410,89.37,0.5668,0.17244,12.3073,5416,0.99,0.95,0.26,258.893
9.10967112,0.0862,1.19,1.81,0,121.04,873,85.02,0.3443,0.01264,5.3021,5416,0.99,0.95,0.26,258.893
16.78176602,0.1202,2.32,5.99,0,21.531,545,89.07,0.5185,0.0908,3.7533,4990,0.76,0.82,0.02,215.814
14.53244172,0.1083,3.13,9.96,0,33.091,664,90,0.1427,0.14263,3.1732,5350,0.84,0.89,0.02,550.383
5.248672631,0.06017,3,9.27,0,307.058,1056,86,0.6528,0.06212,1.8418,6040,1.15,1.1,0.02,544.939
5.907413537,0.0559,5.5,25.9,0,124.911,769,89.78,0.2815,0.5383,1.0864,4963,0.75,0.81,-0.01,824.688
9.7678805,0.08631,2.06,4.9,0,73.59,749,86.73,0.938,0.06003,1.9474,5421,0.86,0.91,0.01,449.773
14.80074836,0.1633,4.38,17.6,0,165.868,1912,88.88,0.9705,0.05014,5.6698,7005,2.01,1.6,0.02,807.729
16.2385,0.1261,2.67,8.46,0,57.524,711,87.94,0.54,0.06433,3.817,5690,1.02,1,0.04,122.881
3.12686223,0.03807,2.29,5.86,0,129.223,1391,87.93,0.7251,0.07946,1.1975,4755,0.72,0.77,0.02,284.916
16.87727414,0.12585,2.55,7.04,0,40.4,642,89.02,0.0703,0.08336,3.7835,5582,0.9,0.96,0.05,574.314
12.05707239,0.09874,1.97,4.54,0,53.823,689,89.07,0.3058,0.05198,2.2598,5478,0.86,0.93,0.01,411.486
9.97683705,0.0849,2.66,7.56,0,83.494,802,89.94,0.899,0.09922,3.419,5461,0.87,0.91,-0.02,771.494
0.919783,,0.6,0.156,,,,,,,1.4,5169.47,0.928,0.821,-0.02,771.494
13.5225106,0.1073,2.12,5.14,0,43.916,652,89.52,0.8,0.06697,3.8931,5427,0.84,0.93,0.03,454.626
134.2527298,0.50998,3.38,11.4,0,4.98,393,90,0.0253,0.08321,9.105,5886,1.15,1.05,0.03,582.828
99.747622,0.3907,4.13,16,0,10.972,391,89.32,0.78,0.1287,6.744,5840,1.02,1.02,0.04,1027.8
13.22713379,0.1027,2.35,6.12,0,39.1,638,89.98,0.013,0.0886,3.2928,5178,0.8,0.84,-0.03,568.546
198.7112502,0.6253,3.65,12.9,0,1.05,258,89.99,0.0803,0.21708,8.5374,5178,0.8,0.84,-0.03,568.546
3.692983728,0.0389,2,4.66,0,103.909,745,85.88,0.2074,0.079,1.7291,4598,0.7,0.76,0.13,290.324
5.709404918,0.052,1.69,3.5,0,58.15,644,87.7,0.2106,0.06116,1.5769,4598,0.7,0.76,0.13,290.324
34.1731714,0.19726,2.07,4.94,0,10.166,465,88.63,0.711,0.06309,4.4751,5214,0.82,0.92,0.22,390.354
1.682934604,0.0265,0.99,0.937,0,564.581,1270,82.42,0.4643,0.01462,1.8737,5214,0.82,0.92,0.22,390.354
2.58664,0.03563,1.48,3.51,0,767.964,1328,87.61,0.41,0.02242,2.253,5779,0.98,0.94,-0.2,400.907
789,,,344,,,,,,,,5779,0.98,0.94,-0.2,400.907
16.736525,0.139,2.609,7.31,0.34,11.111,464,88.74,0.7,0.12892,2.2,4290,0.71,0.67,0.04,331.545
9.59070716,0.08679,2.13,5.18,0,82.766,1087,88.99,0.838,0.05548,3.4847,5431,0.85,0.88,-0.06,338.522
7.03932553,0.0734,4.65,19.5,0,266.514,1060,81.05,0.956,0.09005,3.448,6146,1.22,1.15,0.04,1198.03
49.6077331,0.2489,1.96,4.5,0,7.892,402,89.5,0.0037,0.06267,2.8424,5213,0.78,0.86,-0.06,328.52
4.194496514,0.0419,1.57,3.09,0,28.511,577,85.09,0.8237,0.0745,1.8482,3687,0.5,0.52,0.07,134.311
1.970342457,0.02898,1.48,2.79,0,328.698,1599,79.56,0.83,0.04032,1.7381,4897,0.75,0.8,0.07,426.088
5.05821338,0.0567,10.69,80.2,0,439.8,1168,85.01,1.004,0.07483,1.132,4883,1.667,0.951,0.56,426.088
105.9564148,0.4217,3.96,14.9,0,2.661,324,89.84,0.322,0.22864,6.986,5232,0.83,0.87,0.07,1012.41
26.85328322,0.162,2.62,7.37,0,13.955,544,89.99,0.01,0.10036,4.5063,5315,0.83,0.87,-0.01,568.751
49.6221509,0.2726,2.99,9.22,0,20.99,546,87.52,0.67,0.04911,7.093,6002,1.09,1.07,-0.01,682.522
8.0880135,0.0753,2.72,7.85,0,77.841,792,88.23,0.5932,0.09529,1.7768,5310,0.83,0.87,-0.02,576.503
1.54168,0.02614,1.99,3.55,0,1107.389,1592,86.47,0.56,0.02965,1.9874,5539,1.11,0.99,0.18,350.315
11.55102504,0.09993,2.67,7.61,0,170.137,845,88.79,0.914,0.04028,3.714,5935,1.06,1.05,0.01,961.468
4.469757736,0.0535,2.31,5.95,0,337.471,1103,88.32,0.0062,0.05928,1.8062,5718,0.96,0.98,0.01,878.082
15.7738221,0.1277,2.25,5.69,0,185.203,955,89.92,0.895,0.03127,4.9443,6139,1.29,1.16,0.05,801.479
60.0855082,0.3148,2.36,6.17,0,30.997,485,88.93,0.79,0.04322,6.929,6052,1.08,1.13,0.12,714.437
43.0342272,0.23688,2.12,5.14,0,13.991,484,88.07,0.2622,0.0509,6.0726,5610,0.93,0.96,0.04,460.188
116.331901,0.44664,2.98,9.17,0,2.4,323,89.99,0.032,0.15863,6.865,5434,0.85,0.91,0,679.361
56.4349938,0.29131,2.36,6.17,0,10.857,465,89.99,0.019,0.05691,4.7029,5642,0.98,0.96,0.04,548.364
105.3033148,0.4238,3.26,10.7,0,3.853,351,89.99,0.027,0.13304,6.12,5637,0.91,0.97,0.01,914.126
17.76080053,0.1085,2.07,4.94,0,6.56,368,89.46,0.627,0.12872,1.686,4005,0.53,0.55,-0.32,304.889
7.964315352,0.0734,2.21,5.52,0,74.35,805,89.73,0.189,0.0746,1.498,5074,0.78,0.82,0.01,491.978
4.60358,0.05071,1.48,6.15,0,108.042,810,89.05,0.21,0.04498,2.3499,4782,0.73,0.79,0.18,208.369
9.91723428,0.08595,2.6,7.27,0,108.3,903,87.06,0.786,0.04579,3.2597,5948,1.08,1.05,0.01,802.163
0.538354308,0.01232,1.53,2.96,0,5272.4,2386,82.87,0.1093,0.01902,1.4801,5948,1.08,1.05,0.01,802.163
82.5342519,0.3104,2.54,6.99,0,1.371,260,89.99,0.033,0.18954,4.8336,4392,0.61,0.64,-0.25,389.561
20.16034462,0.13372,1.62,3.26,0,15.291,510,86.39,0.8887,0.03364,3.8215,4944,0.74,0.8,-0.04,259.639
22.08557563,0.13,2.97,9.11,0,3.954,352,89.41,0.0088,0.31574,2.1619,3843,0.54,0.57,0.03,324.423
1.151166506,0.0177,1.6,3.19,0,243.984,957,89.8,0.029,0.06059,1.1881,3934,0.54,0.56,-0.13,188.158
28.26731672,0.1701,2.7,7.75,0,11.92,517,89.99,0.1203,0.12083,4.5693,5206,0.8,0.83,-0.07,609.638
3.770590584,0.0474,1.98,4.58,0,723.081,1272,89.02,0.24,0.03144,2.0254,6014,1.14,1.09,0.03,1216.58
2.707306716,0.04022,1.36,2.42,0,1900.131,1709,89.93,0.608,0.00737,3.4623,6150,1.56,1.22,0.05,467.568
5.65377733,0.0626,2.32,5.99,0,409.917,1020,88.77,0.3062,0.03668,1.9612,6058,1.18,1.12,0.07,986.364
5.991857017,0.06918,2.34,6.08,0,740.173,1355,85.77,0.1644,0.01843,1.622,6237,1.65,1.29,0.05,545.063
1.40152604,0.0208,1.63,4.07,0,149.3748,998,84.27,0.74,0.05937541,1.02,3842,0.604,0.614,-0.03,25.1496
8.781,0.048,2,4.67,,,330,,,,,3129,0.274,0.21,,10.2295
2.253114,0.0223,0.837,0.46,0.031,24.5,620,88.08,0.51,0.0589,1.01,3415,0.3155,0.2923,-0.46,10.6194
3.6906764,0.0309,1.329,2,0.002,12.7,526,88.88,0.41,0.1486,1.28,3415,0.3155,0.2923,-0.46,10.6194
7.450729,0.0494,1.627,1.64,0.006,4.97,416,88.44,0.921,0.1445,0.84,3415,0.3155,0.2923,-0.46,10.6194
12.8278,0.0712,1.49,2.82,0.012,2.4,347,80,,,,3415,0.3155,0.2923,-0.46,10.6194
23.064,0.1052,1.48,2.8,0.044,1.1,285,74,,,,3415,0.3155,0.2923,-0.46,10.6194
24.73723,0.0946,1.73,5.6,0.043,0.43,226,89.86,0.23,0.538,2.15,3096,0.2159,0.1844,-0.15,14.9861
3.77794,0.027,1.272,1.91,0.05,5.3,422,89.8,0.09,0.29,1.13,3096,0.2159,0.1844,-0.15,14.9861
1.9495378,0.01848,1.242,2.33,,23.3722,595,87.452,0.717,0.20892444,0.705,3381,0.246,0.236,-0.13,18.2276
0.8602325,0.01239,0.685,0.35,0.033,94.3,830.44,88.53,0.21,0.07195358,0.801,3490,0.329,0.345,,19.8782
3.694284,0.0327,0.941,1.4,0.039,13.5,510.9,88.82,0.44,0.08328226,1.23,3490,0.329,0.345,,19.8782
4.9652229,0.04,0.981,0.907,0.036,9.1,462.95,88.31,0.76,0.06330581,1,3490,0.329,0.345,,19.8782
3.814334,0.0404,1.088,1.58,0,26.3712,617,88.125,0.51,0.04577909,1.3793952,3643,0.501,0.502,-0.12,29.8424
2.1555098,0.02656,1.382,3.28,0.015,66.66,796,,0.174,0.0553,1.562,3664,0.539,0.538,-0.11,35.6917
6.226185,0.05387,2.046,4.55,0.089,16.2,559,,0.513,0.121,1.986,3664,0.539,0.538,-0.11,35.6917
12.566287,0.08604,2.5,5.96,0.112,6.35,442,,0.329,0.1808,2.762,3664,0.539,0.538,-0.11,35.6917
29.31773,0.15135,1.732,5.79,0.014,2.05,333,,0.12,0.0868,3.78,3664,0.539,0.538,-0.11,35.6917
3.71778,0.02262,3.69,13.15,0.076,,,,,,,2861,0.1405,0.1118,,15.7606
0.462929709,0.00624,1.286,2.37,0,73.67,816,88.9,0.137,0.45073269,0.5242,3080,0.189,0.151,0.22,14.8846
2.029088,0.02037,0.991,0.941,0,20.8,586,87.194,0.701,0.1101,0.725,3300,0.2789,0.262,,12.4814
,450,12.1,6674.396547,,,1500,,,,,3138,0.308,0.22,,33.928
4.052037,0.0417,4.7,30.8,0.04,38.5441,700,87.3,0.757,0.55124033,1.5605128,3950,0.584,0.59,0.41,52.616
0.9479981,0.00978,1.212,1.94,0,24.14,564.3,88.37,0.33,0.42005289,0.6195,2960,0.182,0.139,-0.09,26.4927
4.98991,0.02961,2.488,7.16,0.0001,2.637,324.4,89.94,0.0367,1.89314106,1.167,2960,0.182,0.139,-0.09,26.4927
2.75485,0.01992,1.032,0.91,0.0011,5.83,395.5,89.34,0.27,,0.9152,2960,0.182,0.139,-0.09,26.4927
2.7299025,0.01875,1.32,13.2,,4.09,396,89.67,0.15,0.6238,0.8457,2850,0.1556,0.118,-0.028,32.4298
8.457463,0.03984,1.367,25.3,,0.906,272,89.287,0.697,0.6659,0.9593,2850,0.1556,0.118,-0.028,32.4298
14.4399,0.0876,3.71,13.3,0.183,,,,,,,3475,0.431,0.43,-0.05,17.6297
5.3587635,0.0381,1.34,2.73,0.18,5.7,431,89.53,0.25,0.23,1.366,3562,0.271,0.257,-0.34,6.86929
3.1239035,0.02661,1.147,1.54,0.223,10.9,508,87.43,0.937,0.157,0.482,3340,0.265,0.257,-0.34,6.86929
0.76837931,0.01195,1.325,2.46,0,111,903,86.1,0.462,0.1032,0.7883,3358,0.38,0.381,0.06,21.9814
12.252284,0.0757,2.39,8.04,0.024,2.76,359,88.958,0.794,0.3355,1.54,3358,0.38,0.381,0.06,21.9814
0.792052,0.01679,4.72,29.32,0,1781.1556,1978,76.39,,0.15617799,0.3656119,5443,0.949,1.02,0.27,80.4373
,14.7,,,,,,50,,,,4194,1.60711,,0.26,158.152
,18.6,,,,,,50,,,,4194,1.60711,,0.26,158.152
9697,3.52,11.9,9344.155166,0.344,,,79.92,,,,,,0.0338,,
3.91405,0.0464,9.976,257.431,0,,,88.3,,,,5000,0.82,0.87,,773.409
0.132935028,,,785.0361653,,,,,,,,,,1.4,,
2.14877381,0.040352,17.90074218,1175.971,0.00034,38711.5,2594.3,88.45,0.113,0.6216,4.226,7490,2.082,1.9,0.15,182.273
2.8240932,0.0474,16.98160576,532.3625817,0,4913.69,2250,86.89,0.309,0.897,3.97,7800,1.79,1.75,0,170.696
,2.02,3.58,12.49,,,,,,,,,,0.28,,2160
,5.9,13.5,540.3082919,,,34,,,,,,,0.69,,6890
,1.1,5.18,23.4,,,,,,,,,,0.21,,7700
,2.7,13,1300,,,,,,,,,,0.56,,3300
2800,3.2,3.21,10.4,,,,,,,,,,0.56,,3040
,2.03,9.64,67.3,,,,,,,,,,0.524,,7050
1980,1.8,13.2,830,,,,52,,,,,,0.19,,5690
,1.21,12.4,3500,,,,,,,,,,0.16,,2800
,2.42,14.2,170,,,,,,,,,,0.58,,3500
,0.92,2.99,9.2,,,,,,,,,,0.11,,810
,1.72,11.1,86,,,,,,,,,,0.18,,6430
,2,13.6,480,,,,,,,,5950,,0.67,,2300
,4.14,5.99,30,,,,,,,,,,0.75,,7380
,0.95,4.29,17,,,,,,,,,,0.11,,7200
,0.69,4.43,18,,,,,,,,,,0.15,,4400
3000,1.1,12.9,1500,,,,,,,,,,0.86,,7720
,4.3,12.4,3690,,,,,,,,,,0.39,,7560
,10.2,12.6,2700,,,,,,,,,,0.49,,5300
,0.9,2.48,6.7,,,,,,,,,,0.1,,7210
,3.03,13.2,871,,,,,,,,,,0.88,,6720
,0.93,1.62,3.24,,,,,,,,,,0.024,,850
,0.24,6.42,33.7,,,,,,,,,,0.0094,,7100
,1.39,13.2,890,,,,,,,,,,0.29,,6500
